TID: [] [2025-07-03 09:50:53,869] []  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Value Target=a***n Data={"Claim Value":["e**********************************1"],"Claim":"urn:ietf:params:scim:schemas:core:2.0:id","Profile":"default"} Outcome=Success
TID: [-1234] [2025-07-03 10:02:33,885] [850f87f4-1389-4052-9086-736dc4cb1e60]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-List Target=null Data={"ServiceProviderName":"fingerprint-client","Claim Value":"j**n","Users":["j**n"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-07-03 10:02:34,013] [850f87f4-1389-4052-9086-736dc4cb1e60]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=j**n Data={"ServiceProviderName":"fingerprint-client","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-07-03 10:02:34,021] [850f87f4-1389-4052-9086-736dc4cb1e60]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=j**n Data={"ServiceProviderName":"fingerprint-client","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-07-03 10:02:34,034] [850f87f4-1389-4052-9086-736dc4cb1e60]  INFO {AUDIT_LOG} - Initiator : j**n | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "cae83ff2-60ec-448d-abcd-50e6bf1e3bb9","AuthenticatedUser" : "j**n","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "fingerprint-client","RequestType" : "oidc","RelyingParty" : "wCPmxlccE9w1WURD6fuTqWdB3PIa","AuthenticatedIdP" : "LOCAL","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-07-03 10:02:34,038] [850f87f4-1389-4052-9086-736dc4cb1e60]  INFO {AUDIT_LOG} - Initiator : j***************r | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:BasicAuthenticator } | Result : Success 
TID: [-1234] [2025-07-03 10:02:34,063] [850f87f4-1389-4052-9086-736dc4cb1e60]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=j**n Data={"ServiceProviderName":"fingerprint-client","Claims":{"http://wso2.org/claims/username":"j**n","http://wso2.org/claims/userid":"c1cdfc74-ef19-47a9-bb79-1046ab037fee","http://wso2.org/claims/created":"2*************************Z","http://wso2.org/claims/modified":"2*************************Z","http://wso2.org/claims/emailaddress":"j***********m","http://wso2.org/claims/location":"h*********************************************************************e","http://wso2.org/claims/roles":"I***************e","http://wso2.org/claims/lastname":"D*e","http://wso2.org/claims/resourceType":"U**r","http://wso2.org/claims/givenname":"J**n","http://wso2.org/claims/groups":"M******s","http://wso2.org/claims/userprincipal":"j**n"}} Outcome=Success
TID: [-1234] [2025-07-03 10:02:34,078] [850f87f4-1389-4052-9086-736dc4cb1e60]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=j**n Data={"ServiceProviderName":"fingerprint-client","Claims":{}} Outcome=Success
TID: [-1234] [2025-07-03 10:02:34,306] [850f87f4-1389-4052-9086-736dc4cb1e60]  INFO {AUDIT_LOG} - Initiator : c1cdfc74-ef19-47a9-bb79-1046ab037fee | Action : StoreSession | Data : { {"traceId":"850f87f4-1389-4052-9086-736dc4cb1e60","RememberMe":false,"sessionContextId":"1afa45dcd47ce96f9e2aa815cd578b8585b8f4eb90d5ccab0ab07fb81aabc2a6","AuthenticatedUserTenantDomain":"carbon.super","AuthenticatedUser":"P**********n","LastAccessedTimestamp":1751517154092} } | Result : Success 
TID: [-1234] [2025-07-03 10:02:34,391] [850f87f4-1389-4052-9086-736dc4cb1e60]  INFO {AUDIT_LOG} - Initiator : c**********************************e | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "cae83ff2-60ec-448d-abcd-50e6bf1e3bb9","AuthenticatedUser" : "c**********************************e","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "fingerprint-client","RequestType" : "oidc","RelyingParty" : "wCPmxlccE9w1WURD6fuTqWdB3PIa","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNzUxNTE3MTU3MDM5LCJpYXQiOjE3NTE1MTcxNTQwMzksImlkcHMiOlt7ImlkcCI6IkxPQ0FMIiwiYXV0aGVudGljYXRvciI6IkJhc2ljQXV0aGVudGljYXRvciJ9XX0._YjV3h4pMyOteokpxb28xXUAB-lh2COcolk_4Vr702A","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-07-03 10:05:26,039] [6c4670c8-b114-463f-8f90-4283b576d9fe]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-List Target=null Data={"ServiceProviderName":"Console","Claim Value":"a***n","Users":["a***n"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-07-03 10:05:26,042] [6c4670c8-b114-463f-8f90-4283b576d9fe]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=a***n Data={"ServiceProviderName":"Console","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-07-03 10:05:26,044] [6c4670c8-b114-463f-8f90-4283b576d9fe]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=a***n Data={"ServiceProviderName":"Console","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-07-03 10:05:26,045] [6c4670c8-b114-463f-8f90-4283b576d9fe]  INFO {AUDIT_LOG} - Initiator : a***n | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "df00374d-4f2b-4099-b08d-ae474e81adab","AuthenticatedUser" : "a***n","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "Console","RequestType" : "oidc","RelyingParty" : "CONSOLE","AuthenticatedIdP" : "LOCAL","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-07-03 10:05:26,045] [6c4670c8-b114-463f-8f90-4283b576d9fe]  INFO {AUDIT_LOG} - Initiator : a****************r | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:BasicAuthenticator } | Result : Success 
TID: [-1234] [2025-07-03 10:05:26,055] [6c4670c8-b114-463f-8f90-4283b576d9fe]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=a***n Data={"ServiceProviderName":"Console","Claims":{"http://wso2.org/claims/username":"a***n","http://wso2.org/claims/userid":"e03b7f4c-73b8-4567-83a6-76772de1bab1","http://wso2.org/claims/roles":"I*****************************************************e","http://wso2.org/claims/modified":"2*************************Z","http://wso2.org/claims/groups":"a***n","http://wso2.org/claims/userprincipal":"a***n"}} Outcome=Success
TID: [-1234] [2025-07-03 10:05:26,057] [6c4670c8-b114-463f-8f90-4283b576d9fe]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=a***n Data={"ServiceProviderName":"Console","Claims":{}} Outcome=Success
TID: [-1234] [2025-07-03 10:05:26,062] [6c4670c8-b114-463f-8f90-4283b576d9fe]  INFO {AUDIT_LOG} - Initiator : e03b7f4c-73b8-4567-83a6-76772de1bab1 | Action : StoreSession | Data : { {"traceId":"6c4670c8-b114-463f-8f90-4283b576d9fe","RememberMe":false,"sessionContextId":"9652e090e65128976ad0efca554dd5e0d05232b5f7b0bbcdf6d02ef51dca1195","AuthenticatedUserTenantDomain":"carbon.super","AuthenticatedUser":"P***********n","LastAccessedTimestamp":1751517326059} } | Result : Success 
TID: [-1234] [2025-07-03 10:05:26,066] [6c4670c8-b114-463f-8f90-4283b576d9fe]  INFO {AUDIT_LOG} - Initiator : e***********************************************r | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "df00374d-4f2b-4099-b08d-ae474e81adab","AuthenticatedUser" : "e***********************************************r","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "Console","RequestType" : "oidc","RelyingParty" : "CONSOLE","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNzUxNTE3MzI5MDQ1LCJpYXQiOjE3NTE1MTczMjYwNDUsImlkcHMiOlt7ImlkcCI6IkxPQ0FMIiwiYXV0aGVudGljYXRvciI6IkJhc2ljQXV0aGVudGljYXRvciJ9XX0.xwnPOxg9lZJ37zF_hSF5OHyszsJ-eXf2qJtsKgT9HTs","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-07-03 10:05:31,197] [2e12e05b-c7dd-4f7e-8101-51ba563a4895]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=a***n Data={"ServiceProviderName":"Console","Claims":{"http://wso2.org/claims/username":"a***n","http://wso2.org/claims/userid":"e03b7f4c-73b8-4567-83a6-76772de1bab1","http://wso2.org/claims/roles":"I*****************************************************e","http://wso2.org/claims/modified":"2*************************Z","http://wso2.org/claims/groups":"a***n","http://wso2.org/claims/userprincipal":"a***n"}} Outcome=Success
TID: [-1234] [2025-07-03 10:05:31,200] [2e12e05b-c7dd-4f7e-8101-51ba563a4895]  INFO {AUDIT_LOG} - Initiator=w**************r Action=Get-User-Claim-Values Target=a***n Data={"ServiceProviderName":"Console","Claims":{}} Outcome=Success
TID: [-1234] [2025-07-03 10:05:31,207] [2e12e05b-c7dd-4f7e-8101-51ba563a4895]  INFO {AUDIT_LOG} - Initiator : e03b7f4c-73b8-4567-83a6-76772de1bab1 | Action : UpdateSession | Data : { {"traceId":"2e12e05b-c7dd-4f7e-8101-51ba563a4895","RememberMe":false,"sessionContextId":"9652e090e65128976ad0efca554dd5e0d05232b5f7b0bbcdf6d02ef51dca1195","AuthenticatedUserTenantDomain":"carbon.super","AuthenticatedUser":"P***********n","LastAccessedTimestamp":1751517331202} } | Result : Success 
TID: [-1234] [2025-07-03 10:05:31,210] [2e12e05b-c7dd-4f7e-8101-51ba563a4895]  INFO {AUDIT_LOG} - Initiator : e***********************************************r | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "1283e04d-08e5-46db-a1a7-f3157235d84e","AuthenticatedUser" : "e***********************************************r","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "Console","RequestType" : "oidc","RelyingParty" : "CONSOLE","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNzUxNTE3MzM0MTgyLCJpYXQiOjE3NTE1MTczMzExODIsImlkcHMiOlt7ImlkcCI6IkxPQ0FMIiwiYXV0aGVudGljYXRvciI6IkJhc2ljQXV0aGVudGljYXRvciJ9XX0.GvopZarIzb-jwykzr3h8mCHcVchIBYDWHXVE6F-gc1k","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-07-03 10:05:37,752] [fef67211-dd22-4314-94a3-8c4dc1b0e06c]  INFO {AUDIT_LOG} - Initiator=e03b7f4c-73b8-4567-83a6-76772de1bab1 Action=Get-User-Claim-Values Target=a***n Data={"ServiceProviderName":"Console","Claims":{"http://wso2.org/claims/username":"a***n","http://wso2.org/claims/userid":"e03b7f4c-73b8-4567-83a6-76772de1bab1","http://wso2.org/claims/roles":"I*****************************************************e","http://wso2.org/claims/modified":"2*************************Z","http://wso2.org/claims/groups":"a***n"}} Outcome=Success
TID: [-1234] [2025-07-03 10:06:07,690] [2acc0934-45c0-4887-bc2d-4931e7520e89]  INFO {AUDIT_LOG} - Initiator : e03b7f4c-73b8-4567-83a6-76772de1bab1 | Action : Update-Application | Target : 874ecef7-4d29-45b9-b04d-988c043d2de4 | Data : { Changed-State : { Name:fingerprint-client, Description:null, Application Version:v2.0.0, Resource ID:874ecef7-4d29-45b9-b04d-988c043d2de4, Access URL:null, Is Discoverable:false, Is SaaS:false, Inbound Authentication Configs:[{Auth Key:w**************************a, Auth Type:oauth2, Config Type:standardAPP, Inbound configuration:null}], Local and Outbound Configuration:{Auth Type:flow, Authentication Steps:[{Step Order:1, , Local Authenticators:[BasicAuthenticator]Federated Authenticators:[{IDP:Custom Bio SDK Service auth,Authenticator:custom-biosdk-service-auth}, {IDP:SSO,Authenticator:OrganizationAuthenticator}]}]}, Claim Configuration:{User Claim URI:null, Role Claim URI:null}, Inbound Provisioning Configuration:{Provisioning Userstore:null, Is Dumb Mode:false}, Outbound Provisioning Configuration:{}, Service Provider Properties:[{isAPIBasedAuthenticationEnabled:true}, {isManagementApp:false}, {USE_DOMAIN_IN_ROLES:true}, {skipLogoutConsent:true}, {skipConsent:true}, {jwksURI:}, {appleAppId:null}, {templateId:custom-application-oidc}, {IsApplicationEnabled:true}, {isAppShared:true}, {useUserIdForDefaultSubject:true}, {isB2BSelfServiceApp:false}, {androidPackageName:null}, {useExternalConsentPage:false}, {allowedAudienceForAssociatedRoles:application}, {IsAttestationEnabled:false}, {templateVersion:}] } } | Result : Success 
TID: [-1234] [2025-07-03 10:06:56,159] [c124caad-bc30-4b05-b22a-ff87ac331b04]  INFO {AUDIT_LOG} - Initiator : e***y | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "48399249-f2a5-49ef-ad8d-ab3b22e784bf","AuthenticatedUser" : "e***y","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "fingerprint-client","RequestType" : "oidc","RelyingParty" : "wCPmxlccE9w1WURD6fuTqWdB3PIa","AuthenticatedIdP" : "Custom Bio SDK Service auth","User Agent" : "null","RemoteAddress" : "null","UserStoreDomain" : "null" } | Result : Success 
TID: [-1234] [2025-07-03 10:06:56,162] [c124caad-bc30-4b05-b22a-ff87ac331b04]  INFO {AUDIT_LOG} - Initiator : e****************r | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: Custom Bio SDK Service auth, Authenticator:custom-biosdk-service-auth } | Result : Success 
